CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40401422,BROADWAY DIVE,MANHATTAN,2662,BROADWAY,10025,2128652662,American,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40401422,BROADWAY DIVE,MANHATTAN,2662,BROADWAY,10025,2128652662,American,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40402029,EL NUEVO IZALCO RESTAURANT,QUEENS,6405,ROOSEVELT AVENUE,11377,7185338373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,40,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40402029,EL NUEVO IZALCO RESTAURANT,QUEENS,6405,ROOSEVELT AVENUE,11377,7185338373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,40,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40402029,EL NUEVO IZALCO RESTAURANT,QUEENS,6405,ROOSEVELT AVENUE,11377,7185338373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,40,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40402029,EL NUEVO IZALCO RESTAURANT,QUEENS,6405,ROOSEVELT AVENUE,11377,7185338373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,40,Z,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40402398,FRIARS NATIONAL ASSOC.,MANHATTAN,57,EAST   55 STREET,10022,2127517272,American,6/14/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
40402398,FRIARS NATIONAL ASSOC.,MANHATTAN,57,EAST   55 STREET,10022,2127517272,American,6/14/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
40402398,FRIARS NATIONAL ASSOC.,MANHATTAN,57,EAST   55 STREET,10022,2127517272,American,6/14/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
40402785,HARMONIE CLUB,MANHATTAN,4,EAST   60 STREET,10022,2123557400,American,6/14/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,6/14/2019,6/21/2019,Cycle Inspection / Initial Inspection
40423976,O.B'S BAKERY,QUEENS,16576,BAISLEY BOULEVARD,11434,7189784247,Bakery,6/5/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40423976,O.B'S BAKERY,QUEENS,16576,BAISLEY BOULEVARD,11434,7189784247,Bakery,6/5/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40423976,O.B'S BAKERY,QUEENS,16576,BAISLEY BOULEVARD,11434,7189784247,Bakery,6/5/2019,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Re-inspection
40482586,BOOTH THEATER,MANHATTAN,220,WEST 45 STREET,10036,2125867610,American,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40482586,BOOTH THEATER,MANHATTAN,220,WEST 45 STREET,10036,2125867610,American,6/13/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40482593,SHUBERT THEATER,MANHATTAN,225,WEST 44 STREET,10036,2129443700,American,6/12/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,6/12/2019,6/21/2019,Cycle Inspection / Initial Inspection
40482598,IMPERIAL THEATRE,MANHATTAN,249,WEST   45 STREET,10036,2125867610,American,6/19/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
40482598,IMPERIAL THEATRE,MANHATTAN,249,WEST   45 STREET,10036,2125867610,American,6/19/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,6/19/2019,6/21/2019,Cycle Inspection / Initial Inspection
40483695,MARQUIS THEATER,MANHATTAN,1535,BROADWAY,10036,2123544624,American,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection
40483695,MARQUIS THEATER,MANHATTAN,1535,BROADWAY,10036,2123544624,American,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection
40483696,BROOKS ATKINSON THEATER,MANHATTAN,256,WEST   47 STREET,10036,2123544624,American,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40510439,LA ISLA RESTAURANT,MANHATTAN,1883,THIRD AVENUE,10029,2125340002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
40510439,LA ISLA RESTAURANT,MANHATTAN,1883,THIRD AVENUE,10029,2125340002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/6/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection
40510827,TAJIN RESTAURANT,MANHATTAN,85,GREENWICH STREET,10006,2125095017,Mexican,6/5/2019,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
40510827,TAJIN RESTAURANT,MANHATTAN,85,GREENWICH STREET,10006,2125095017,Mexican,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
40510827,TAJIN RESTAURANT,MANHATTAN,85,GREENWICH STREET,10006,2125095017,Mexican,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
40511577,VINCENT'S PIZZERIA,BROOKLYN,3915,9 AVENUE,11232,7188518838,Pizza/Italian,6/10/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
40511577,VINCENT'S PIZZERIA,BROOKLYN,3915,9 AVENUE,11232,7188518838,Pizza/Italian,6/10/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
40511577,VINCENT'S PIZZERIA,BROOKLYN,3915,9 AVENUE,11232,7188518838,Pizza/Italian,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection
40512445,BELLA BLU,MANHATTAN,967,LEXINGTON AVENUE,10021,2129884624,Italian,6/10/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection
40513031,BARJER CORP,MANHATTAN,522,COLUMBUS AVENUE,10024,2127873473,American,6/6/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,8,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40513031,BARJER CORP,MANHATTAN,522,COLUMBUS AVENUE,10024,2127873473,American,6/6/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,8,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40513031,BARJER CORP,MANHATTAN,522,COLUMBUS AVENUE,10024,2127873473,American,6/6/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,8,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40513031,BARJER CORP,MANHATTAN,522,COLUMBUS AVENUE,10024,2127873473,American,6/6/2019,Violations were cited in the following area(s).,10J,''''Wash hands sign not posted at hand wash facility.,Not Critical,8,A,6/6/2019,6/21/2019,Cycle Inspection / Re-inspection
40513059,LOS ANGELES BAKERY,BROOKLYN,729,FLUSHING AVENUE,11206,7187827023,Bakery,6/5/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
40513059,LOS ANGELES BAKERY,BROOKLYN,729,FLUSHING AVENUE,11206,7187827023,Bakery,6/5/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
40513059,LOS ANGELES BAKERY,BROOKLYN,729,FLUSHING AVENUE,11206,7187827023,Bakery,6/5/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,6/5/2019,6/21/2019,Cycle Inspection / Initial Inspection
40513217,B66 CLUB,BROOKLYN,6612,NEW UTRECHT AVE,11219,7183310074,Russian,6/13/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40513217,B66 CLUB,BROOKLYN,6612,NEW UTRECHT AVE,11219,7183310074,Russian,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/13/2019,6/21/2019,Cycle Inspection / Initial Inspection
40513609,SKYLIGHT DINER,MANHATTAN,402,WEST   34 STREET,10001,2122440395,American,6/4/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,6/4/2019,6/21/2019,Cycle Inspection / Re-inspection
