CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,address_full
41608854,GAL BI MA EUL,QUEENS,19403,NORTHERN BOULEVARD,11358.0,7188192171,Korean,6/18/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/18/2019,6/21/2019,Cycle Inspection / Re-inspection,19403 NORTHERN BOULEVARD 11358.0
41609223,SUBWAY,BRONX,2383,WESTCHESTER AVENUE,10461.0,3472819510,Sandwiches,6/3/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,2383 WESTCHESTER AVENUE 10461.0
41609223,SUBWAY,BRONX,2383,WESTCHESTER AVENUE,10461.0,3472819510,Sandwiches,6/3/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,2383 WESTCHESTER AVENUE 10461.0
41609223,SUBWAY,BRONX,2383,WESTCHESTER AVENUE,10461.0,3472819510,Sandwiches,6/3/2019,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,11,A,6/3/2019,6/21/2019,Cycle Inspection / Re-inspection,2383 WESTCHESTER AVENUE 10461.0
41609430,MAX'S ES-CA RESTAURANT AND BAR,STATEN ISLAND,1559,RICHMOND ROAD,10304.0,7189805006,American,6/13/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,1559 RICHMOND ROAD 10304.0
41611664,SERVICE BAR 6,QUEENS,11000,ROCKAWAY BOULEVARD,11420.0,7182153311,American,6/10/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,11000 ROCKAWAY BOULEVARD 11420.0
41611664,SERVICE BAR 6,QUEENS,11000,ROCKAWAY BOULEVARD,11420.0,7182153311,American,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,6/10/2019,6/21/2019,Cycle Inspection / Initial Inspection,11000 ROCKAWAY BOULEVARD 11420.0
41611718,BEACON THEATRE,MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611718,BEACON THEATRE,MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611720,BEACON THEATRE (LOGE STAIRS BAR),MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611725,BEACON THEATRE SATELLITE BAR,MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611726,BEACON THEATRE (BALCONY BAR),MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,2,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611745,BEACON THEATRE (ORCHESTRA BAR/MAIN FLOOR),MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611748,BEACON THEATRE WINDOW BAR 2ND,MANHATTAN,2124,BROADWAY,10023.0,2123248015,American,6/6/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,6/6/2019,6/21/2019,Cycle Inspection / Initial Inspection,2124 BROADWAY 10023.0
41611968,LEXINGTON BRASS,MANHATTAN,517,LEXINGTON AVENUE,10017.0,2123925976,Armenian,6/12/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,517 LEXINGTON AVENUE 10017.0
41611968,LEXINGTON BRASS,MANHATTAN,517,LEXINGTON AVENUE,10017.0,2123925976,Armenian,6/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,517 LEXINGTON AVENUE 10017.0
41611968,LEXINGTON BRASS,MANHATTAN,517,LEXINGTON AVENUE,10017.0,2123925976,Armenian,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,517 LEXINGTON AVENUE 10017.0
41614411,ASIAM THAI CUISINE,MANHATTAN,259,FIRST AVENUE,10003.0,2122287880,Thai,6/12/2019,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,259 FIRST AVENUE 10003.0
41614411,ASIAM THAI CUISINE,MANHATTAN,259,FIRST AVENUE,10003.0,2122287880,Thai,6/12/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,259 FIRST AVENUE 10003.0
41614411,ASIAM THAI CUISINE,MANHATTAN,259,FIRST AVENUE,10003.0,2122287880,Thai,6/12/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,6/12/2019,6/21/2019,Cycle Inspection / Re-inspection,259 FIRST AVENUE 10003.0
41615845,ROCCO PIZZA III,BROOKLYN,330,HALSEY STREET,11216.0,7185739200,American,6/13/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,330 HALSEY STREET 11216.0
41615845,ROCCO PIZZA III,BROOKLYN,330,HALSEY STREET,11216.0,7185739200,American,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,330 HALSEY STREET 11216.0
41615961,PEKING KITCHEN,BRONX,724,LYDIG AVENUE,10462.0,7188297464,Chinese,6/19/2019,Establishment re-opened by DOHMH,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,Z,6/19/2019,6/21/2019,Cycle Inspection / Reopening Inspection,724 LYDIG AVENUE 10462.0
41615961,PEKING KITCHEN,BRONX,724,LYDIG AVENUE,10462.0,7188297464,Chinese,6/19/2019,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,Z,6/19/2019,6/21/2019,Cycle Inspection / Reopening Inspection,724 LYDIG AVENUE 10462.0
41617392,DUNKIN',BRONX,763,EAST GUNHILL ROAD,10467.0,7186527845,Donuts,6/18/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,763 EAST GUNHILL ROAD 10467.0
41617392,DUNKIN',BRONX,763,EAST GUNHILL ROAD,10467.0,7186527845,Donuts,6/18/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,763 EAST GUNHILL ROAD 10467.0
41617404,DUNKIN',BRONX,2515,BOSTON ROAD,10467.0,7182312835,CafÃ©/Coffee/Tea,6/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,2515 BOSTON ROAD 10467.0
41621748,POPEYES,QUEENS,9215,PARSONS BOULEVARD,11433.0,7182989000,Chicken,6/18/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,9215 PARSONS BOULEVARD 11433.0
41621748,POPEYES,QUEENS,9215,PARSONS BOULEVARD,11433.0,7182989000,Chicken,6/18/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,6/18/2019,6/21/2019,Cycle Inspection / Initial Inspection,9215 PARSONS BOULEVARD 11433.0
41621934,TABLE D'HOTE,MANHATTAN,44,EAST   92 STREET,10128.0,2123488125,American,6/8/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,10,A,6/8/2019,6/21/2019,Cycle Inspection / Initial Inspection,44 EAST   92 STREET 10128.0
41621934,TABLE D'HOTE,MANHATTAN,44,EAST   92 STREET,10128.0,2123488125,American,6/8/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/8/2019,6/21/2019,Cycle Inspection / Initial Inspection,44 EAST   92 STREET 10128.0
41623184,CHARLOTTE PATISSERIE,BROOKLYN,596,MANHATTAN AVENUE,11222.0,7183838313,CafÃ©/Coffee/Tea,6/10/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/10/2019,6/21/2019,Cycle Inspection / Re-inspection,596 MANHATTAN AVENUE 11222.0
41625593,CRISPY PIZZA,STATEN ISLAND,782,RICHMOND TERRACE,10301.0,7184206050,Italian,6/4/2019,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,10,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,782 RICHMOND TERRACE 10301.0
41625593,CRISPY PIZZA,STATEN ISLAND,782,RICHMOND TERRACE,10301.0,7184206050,Italian,6/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,6/4/2019,6/21/2019,Cycle Inspection / Initial Inspection,782 RICHMOND TERRACE 10301.0
41626911,FENG MAO BBQ,QUEENS,13688,ROOSEVELT AVENUE,11354.0,7188880997,Korean,6/11/2019,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,54,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,13688 ROOSEVELT AVENUE 11354.0
41626911,FENG MAO BBQ,QUEENS,13688,ROOSEVELT AVENUE,11354.0,7188880997,Korean,6/11/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,54,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,13688 ROOSEVELT AVENUE 11354.0
41626911,FENG MAO BBQ,QUEENS,13688,ROOSEVELT AVENUE,11354.0,7188880997,Korean,6/11/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,54,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,13688 ROOSEVELT AVENUE 11354.0
41626911,FENG MAO BBQ,QUEENS,13688,ROOSEVELT AVENUE,11354.0,7188880997,Korean,6/11/2019,Violations were cited in the following area(s).,06G,HACCP plan not approved or approved HACCP plan not maintained on premises.,Critical,54,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,13688 ROOSEVELT AVENUE 11354.0
41626911,FENG MAO BBQ,QUEENS,13688,ROOSEVELT AVENUE,11354.0,7188880997,Korean,6/11/2019,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,54,Z,6/11/2019,6/21/2019,Cycle Inspection / Re-inspection,13688 ROOSEVELT AVENUE 11354.0
41627520,EL FOGON COSTENO RESTAURANT.,QUEENS,10912,NORTHERN BOULEVARD,11368.0,7182052828,Spanish,6/13/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,10912 NORTHERN BOULEVARD 11368.0
41627520,EL FOGON COSTENO RESTAURANT.,QUEENS,10912,NORTHERN BOULEVARD,11368.0,7182052828,Spanish,6/13/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,Z,6/13/2019,6/21/2019,Cycle Inspection / Re-inspection,10912 NORTHERN BOULEVARD 11368.0
